track_id,track_name,track_artist,listen_count,duration,genre
6f807x0ima9a1j3VPbc7VN,I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,15476,03:14,pop dance pop
0r7CVbZTWZgbTCYdfa2P31,Memories - Dillon Francis Remix,Maroon 5,15710,02:42,pop dance pop
1z1Hg7Vb0AhHDiEmnDE79l,All the Time - Don Diablo Remix,Zara Larsson,16414,02:56,pop dance pop
75FpbthrwQmzHlBJLuGdC7,Call You Mine - Keanu Silva Remix,The Chainsmokers,14069,02:49,pop dance pop
1e8PAfcKUYoKkxPhrHqw4x,Someone You Loved - Future Humans Remix,Lewis Capaldi,16179,03:09,pop dance pop
7fvUMiyapMsRRxr07cU8Ef,Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,15710,02:43,pop dance pop
2OAylPUDDfwRGfe0lYqlCQ,Never Really Over - R3HAB Remix,Katy Perry,14538,03:07,pop dance pop
6b1RNvAcJjQH73eZO4BLAB,Post Malone (feat. RANI) - GATTÜSO Remix,Sam Feldt,16179,03:27,pop dance pop
7bF6tCO3gFb8INrEDcjNT5,Tough Love - Tiësto Remix / Radio Edit,Avicii,15945,03:13,pop dance pop
1IXGILkPm0tOCNeq00kCPa,If I Can't Have You - Gryffin Remix,Shawn Mendes,15710,04:13,pop dance pop
3eFJI470ALf1EYjywPRsJy,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,Ed Sheeran,13600,03:27,pop dance pop
3iJeF2izF1QcpCgUc97BLl,Hate Me - R3HAB Remix,Ellie Goulding,15710,03:23,pop dance pop
6e0CvGZf7CouOpYF8toXHC,Body On My,Loud Luxury,15710,03:12,pop dance pop
3eLdNmnRWr9gIyBcqTSSti,SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,15945,02:44,pop dance pop
55nMnifaQWKe3f9cbwOXwx,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,14772,04:15,pop dance pop
1EJgymgJHcjSOGSHcYaxvW,South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,15476,03:08,pop dance pop
5WaXMQMlQpq8pwIdaFP43L,All My Friends - Eden Prince Remix,AJ Mitchell,14069,02:53,pop dance pop
3TjLsDgL0bTbSQIF6M5Ki8,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,David Guetta,15241,03:09,pop dance pop
0GfS3y8Jd7SHWd9R51s7Fo,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,16179,02:39,pop dance pop
2v3DuCVBbopteJqdM7aKQK,Let It Be Me - Sondr Remix,Steve Aoki,8207,03:05,pop dance pop
4QAUGy6k7c3IOAhgWz52r7,Heaven - David Guetta & MORTEN Remix,Avicii,16414,03:35,pop dance pop
3Ciaf6WgvG95TGRGxQ1yO8,All Around The World (La La La) - Marnik Remix,R3HAB,15007,02:50,pop dance pop
1mC2UjWt25Oixtqu7C6suL,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,14538,03:30,pop dance pop
2wenGTypSYHXl1sN1pNC7X,Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,16414,03:13,pop dance pop
4sqABRRGU7CzcHXCyxUzFw,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,The Chainsmokers,13600,03:25,pop dance pop
5dy3WUywjZcalTno1io8TQ,Hold Me While You Wait - Steve Void Remix,Lewis Capaldi,14772,02:52,pop dance pop
2M9GeaCQXrV12J0wzBxIwi,One Thing Right - Firebeatz Remix,Marshmello,15476,03:12,pop dance pop
1zzOMDmkRZy0g9f4JTAZKn,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding,1875,02:55,pop dance pop
4OFFY6L5ywYM1TwhXX69wQ,So Am I - Toby Green Remix,Ava Max,14538,02:46,pop dance pop
1hr5Y2i4NlE3LPvQZ9Q5Ao,When You Leave - Breathe Carolina Remix,Nikki Vianna,7034,02:35,pop dance pop
1aT7vltGhkjyMI3F3aO3A4,Mother - Fedde Le Grand Remix,Charlie Puth,13131,02:58,pop dance pop
4YaU1EjXIkdRdkOI4cCZys,Signs - Eden Prince Remix,Starley,13131,02:52,pop dance pop
0Fc9QSMX6fgEBgDjUax7t7,Ruin My Life - Steve James Remix,Zara Larsson,13600,02:57,pop dance pop
7AasLZ4TYgh7dbJXZxcZVE,Torn - KREAM Remix,Ava Max,14069,02:49,pop dance pop
7p4jpmyBnOpqQ3rSGJzZ7w,Quite Miss Home - Steve Void Remix,James Arthur,14069,03:40,pop dance pop
4sLtguRBis05qfsBgJ1IdN,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,12896,03:05,pop dance pop
508lUjbGcPrL0CfvHC7UvI,Happier - Matt Medved Remix,Marshmello,13834,02:50,pop dance pop
7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,14772,02:52,pop dance pop
6m8SIT10j41SPpPFOknTmP,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],ILLENIUM,15710,04:07,pop dance pop
5Vwgf4MVO0vLv8fbxaGGiW,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,12896,03:38,pop dance pop
5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,13131,03:20,pop dance pop
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,20400,03:48,pop dance pop
2tilX6FUl0IwFgiOYjuc6V,Unlove You,Armin van Buuren,14538,02:30,pop dance pop
3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),Billie Eilish,19462,03:14,pop dance pop
478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,12896,02:57,pop dance pop
3C4fzUgIP3ahkhOBdP38GM,Heaven Can Wait - The Aston Shuffle Remix,Sia,14303,03:38,pop dance pop
2k4c9ZAlIYHyXiJ4i20FO7,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,13131,02:24,pop dance pop
79zGYOcAe2VmJsyQiJX31a,Gone - The Wild Remix,Charli XCX,13365,03:13,pop dance pop
6B2NRQjtSOtqi67d72r5cx,American Boy - Brooks Remix,Estelle,13131,03:20,pop dance pop
08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,12427,02:46,pop dance pop
1BmdqDrBU5eohtRwHBls6C,joy. (R3HAB Remix),for KING & COUNTRY,13131,02:51,pop dance pop
5rxKInBVj0QE87KenyDiLf,Crash Into Me - Settle Down Steavis Aoki Remix,Steve Aoki,7972,04:26,pop dance pop
3kgKVcBpBGuSeaEC0AZGlb,Old Town Road - Diplo Remix,Lil Nas X,17352,03:24,pop dance pop
5qCrT9lVmIGxqB8i6bb83P,Lovers + Strangers - GATTÜSO Remix,Starley,10786,03:23,pop dance pop
3Lv3frZVXU7Q0JEFvLIzWW,Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,14772,03:10,pop dance pop
2bZYJvVRN5EqIvAUFhUNls,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,12896,03:57,pop dance pop
3utdq3dPLVD4r7Vv9BnCAI,What Am I - SONDR Remix,Why Don't We,12193,03:00,pop dance pop
1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Olympis,15710,02:19,pop dance pop
5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,14772,04:39,pop dance pop
6wKJjrWWP4qpzYbE8oQkc4,All Star - Breathe Carolina Remix,Smash Mouth,14069,03:37,pop dance pop
6EDH26ppl7R8oV4tGilCkS,Trampoline - Dave Audé Remix,SHAED,10552,03:50,pop dance pop
4RaN7556EogBfF80klMEX2,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,13600,03:08,pop dance pop
1nwoWaqzB30bD4IPqRNuex,With You - Dexter Remix,Kaskade,11958,03:16,pop dance pop
4fDBElPGDqZQ3rJorZTm2w,Safety (feat. DJ Snake) - Dark Heart 2am Mix,GASHI,13600,03:30,pop dance pop
6AZ21kPj2a0INgf3uCviVu,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,Bazzi vs.,13131,03:07,pop dance pop
3uXHSf9sSIpOJWuC1H8DiU,Talk - Disclosure VIP,Khalid,14069,04:33,pop dance pop
4Q9iBGT9b9CVTtDwsgQWnl,Spicy - Majestic Remix,Herve Pagez,11255,04:15,pop dance pop
6LCsZ8ARrIq0n9nr6gM2ru,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,Mark Ronson,13131,03:36,pop dance pop
27F9FlipD657qYRQT3qxFm,Treehouse - R3HAB Remix,James Arthur,13131,03:12,pop dance pop
6B9cqNooxIyPfr3P5EB8LA,Hearts Ain't Gonna Lie - Eden Prince Remix,Arlissa,15241,03:58,pop dance pop
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,9145,03:37,pop dance pop
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,19462,02:54,pop dance pop
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,19462,02:36,pop dance pop
6GIRtKNXokeu25nn7U6Hu8,Easier - Seeb Remix,5 Seconds of Summer,16648,02:45,pop dance pop
4PkIDTPGedm0enzdvilLNd,Sixteen,Ellie Goulding,18993,03:21,pop dance pop
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,19931,03:43,pop dance pop
4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,17821,03:58,pop dance pop
5YkmS18BehACOhIIeUqe6l,I Miss Myself (with HRVY),NOTD,16648,03:11,pop dance pop
3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,15241,02:53,pop dance pop
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,15710,03:29,pop dance pop
3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,17352,03:48,pop dance pop
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,18993,03:40,pop dance pop
1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,16648,03:00,pop dance pop
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,17586,03:34,pop dance pop
6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,17117,03:30,pop dance pop
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,18524,03:10,pop dance pop
18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),NOTD,17352,03:17,pop dance pop
3D37T7euWvVJ45evRmriIh,Better With You,3LAU,14772,03:12,pop dance pop
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,18524,03:35,pop dance pop
6XqvFyJGdUD5IWee02ARKU,Polaroid,Jonas Blue,3751,03:13,pop dance pop
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,17586,03:21,pop dance pop
70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,17586,03:40,pop dance pop
7Ht0v0LWBCOEjmNQ0iMpNr,I'm Not Alright,Loud Luxury,12896,03:05,pop dance pop
6nDKrPlXdpomGBgAlO7UdP,SOS,Avicii,7034,02:37,pop dance pop
2b1BwUGGyKq0CoJd8G1B6M,Harder,Jax Jones,14538,02:39,pop dance pop
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,19697,03:04,pop dance pop
1lGVyEkGHUz7Pg78QGaS4a,Wanted,NOTD,16414,02:40,pop dance pop
6ksMjdec8b6C45TUawkAdu,Crash Into Me,Steve Aoki,8676,03:46,pop dance pop
1vsQb8n0icvMsFnL9663LM,Need Your Love (with Noah Kahan),Gryffin,16414,03:25,pop dance pop
6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,17352,03:36,pop dance pop
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,19931,02:58,pop dance pop
1pBO9JDqh1y3TbCKEO1OvG,Nostalgic,A R I Z O N A,8441,03:02,pop dance pop
1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,12193,03:44,pop dance pop
7FCZhkhzEUVNUAlGauNKIe,Lovers + Strangers,Starley,13600,02:58,pop dance pop
2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,16883,02:34,pop dance pop
4PUWpNtDejQwwa80LjvxXl,Sleepless Nights,ayokay,15007,03:17,pop dance pop
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,ARTY,14772,02:50,pop dance pop
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,18055,03:13,pop dance pop
1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),Martin Garrix,17821,03:27,pop dance pop
0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),Gryffin,17352,04:08,pop dance pop
5l8AUgBTWuOECwVgYtaUyE,Endless Summer,Cashae,13131,03:22,pop dance pop
35MKhw2YBKApmD7fAnPERC,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,18055,03:06,pop dance pop
3Kuu5vASpXK8oRsxOvau6P,Think About You,Kygo,16648,03:28,pop dance pop
7KW3XQV5Or5CF57MYVj5h4,Party For One,Carly Rae Jepsen,15007,03:04,pop dance pop
3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiësto,19228,03:18,pop dance pop
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,18993,03:58,pop dance pop
6QcrReLyoun4xrPVsZ5OJE,Lie,Shallou,9614,03:35,pop dance pop
1kQhi22kyluRCnIPAXtxEZ,I Found You (with Calvin Harris),benny blanco,14538,03:09,pop dance pop
5cE201rNvIkryS8N1dJ5nR,Now That I Found You,Carly Rae Jepsen,1172,03:20,pop dance pop
4AkCyd9Nlbt8JprQq9V6o2,All Comes Back To You,R3HAB,16883,02:40,pop dance pop
48GmVZwvkoVC5StfMLfNJE,Need U,DVBBS,5627,03:39,pop dance pop
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,13600,03:27,pop dance pop
6BwClo5W3VvTzJv8bvZXDD,Something Real,Armin van Buuren,15241,02:59,pop dance pop
108r6pnZHStBIktpyyps9w,TIME,Alesso,15007,02:46,pop dance pop
24Hzd4FPhz0HPx9jhM9cap,Something About You (with Rudimental),Elderbrook,12427,03:23,pop dance pop
4aTtHoSBB0CuQGA6vXBNyp,Home (feat. Bonn),Martin Garrix,16883,03:59,pop dance pop
0gIZLyF3MWQVcspzrLWYod,Simple (STVW Remix),FANNYPACK,9145,02:27,pop dance pop
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,17586,03:08,pop dance pop
54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),Herve Pagez,14069,02:37,pop dance pop
6mPstbtzhyqKmwefY4eVWD,The Upside (feat. Elle King),Lindsey Stirling,4220,03:48,pop dance pop
6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,18524,03:30,pop dance pop
1Pe3Tnahd3nNcKrTvNvNvW,Million Voices,Armin van Buuren,14069,03:07,pop dance pop
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,19462,03:32,pop dance pop
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,19931,04:04,pop dance pop
2IDHoSlbG0CKH9rhq68wTb,Say My Name (feat. Zyra) - RAC Mix,ODESZA,11021,04:03,pop dance pop
60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,17352,04:31,pop dance pop
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Clean Bandit,18759,03:42,pop dance pop
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,18993,03:40,pop dance pop
7iNIg7XDEaYECfWD5dJ9Va,Friends (with BloodPop®),Justin Bieber,17821,03:09,pop dance pop
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,22511,03:41,pop dance pop
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,19697,03:33,pop dance pop
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,20166,03:28,pop dance pop
6jq6rcOikCZAmjliAgAmfT,Light,San Holo,15945,03:59,pop dance pop
762UXiwEHYY97VL45sAUPR,2U,David Guetta,15476,03:14,pop dance pop
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,19462,04:07,pop dance pop
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,19931,03:34,pop dance pop
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),Alesso,17117,03:30,pop dance pop
12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),Kygo,16179,03:40,pop dance pop
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,16179,04:11,pop dance pop
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake,18993,03:25,pop dance pop
3vv9phIu6Y1vX3jcqaGz5Z,Roses,The Chainsmokers,17117,03:46,pop dance pop
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,14303,03:37,pop dance pop
1BltsyC5W3SAABdxyrDXwi,Latch,Disclosure,4455,04:15,pop dance pop
3tTYxjYYcXFqFXA0AZ1Fav,Flames,David Guetta,13365,03:15,pop dance pop
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,18524,03:42,pop dance pop
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,19697,04:07,pop dance pop
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,19697,03:04,pop dance pop
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,15476,04:05,pop dance pop
0n8ob8S72lvznoVfiwz4qL,Where Are Ü Now,Skrillex,1875,04:02,pop dance pop
4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,15007,03:47,pop dance pop
0GzmMQizDeA2NVMUaZksv0,Mi Gente (feat. Beyoncé),J Balvin,14303,03:29,pop dance pop
1MlAkYV0nbRKWhhfvTt3zc,Don't You Worry Child - Radio Edit,Swedish House Mafia,6331,03:33,pop dance pop
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,17352,03:57,pop dance pop
7C7yqFTM0ncyJ04GIKrxdV,Anything Could Happen,Ellie Goulding,13365,04:46,pop dance pop
0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,16179,03:57,pop dance pop
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,18055,03:32,pop dance pop
61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),Robin Schulz,17352,03:28,pop dance pop
6TnxdnJcZIwCWiCHq5Qds0,Wish You Well (with Sigala),Sigala,1172,03:26,pop dance pop
2aFAmDBycyEnj3lcS95JMe,With You - LöKii Remix,Kaskade,13365,03:51,pop dance pop
0Npijoc6ZcUe1devUugKvI,Dive,Hot Shade,15945,02:44,pop dance pop
5gwLIRjGFf3hXuHoKEsWLg,No Goodbye,Paul Kalkbrenner,15241,02:48,pop dance pop
3d4lc8esnUl7Bx9J9d9oty,Work,MOTi,13600,02:35,pop dance pop
0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,18993,03:04,pop dance pop
3oIVK7arAFuUOCGafPLxSC,Better Off Without You (feat. Shift K3Y),Becky Hill,15945,03:18,pop dance pop
2I4jAMEOEUQD5V1byYCqNS,Butterfly,Molella,10083,02:39,pop dance pop
59QmL8ygKtVfMHmPx3GaBX,All The Love You Got,MOTi,13365,02:45,pop dance pop
5EdYlCWou17k0N1PADLKfO,Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,13600,03:03,pop dance pop
5MvsfUN0H79C24t3fPepeL,Love Is Not Enough,GATTÜSO,13600,03:22,pop dance pop
7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA,21338,02:48,pop dance pop
1CW7tYkpJ95c7bQkRf6CcK,I Wanna Dance,Jonas Blue,15710,03:04,pop dance pop
4bSFPMXKYaCoBhzJv276zl,After The Landslide - Club Remix,Matt Simons,9848,04:00,pop dance pop
5AFrctm65wWIqJsjHPPx85,Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,16414,03:18,pop dance pop
3DsjHcLYMExprXJECT4QQP,Pon de Replay,Ed Marquis,15007,04:17,pop dance pop
7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,18524,03:10,pop dance pop
5ijpy4l0nKZPIKHui6SQfE,Look Into My Eyes,Brando,11255,02:34,pop dance pop
6j8eH9frh703HaGBaSRS6u,Not in Control,Glaceo,12427,02:59,pop dance pop
79Vz5MNH7Qe4F7hPKT8tPz,BLUE,Tiësto,17586,02:47,pop dance pop
65mOk4n0tfrMysFXu12ufx,Don't Waste My Time,Kharfi,10786,02:34,pop dance pop
4w5Grfxx5Rpup6mo5v6bW0,Beat Of My Heart,Lost Frequencies,15710,03:03,pop dance pop
3uiQZlSlSDRduWLFBTSEot,Don't Start Now - Kungs Remix,Dua Lipa,15241,03:36,pop dance pop
29ikXeGM6kScvhvqfvgiwO,Drunken Truth,Steve Void,13131,02:38,pop dance pop
2Eld7kejX6FH9OptVyKQak,Jacques,Jax Jones,9848,03:23,pop dance pop
4YhN72dRYL2Z3MsaKyT7rS,Stay (Don't Go Away) [feat. Raye],David Guetta,17352,03:05,pop dance pop
7DQ5CZjAQdhgDgdnSXxJ7Z,Solid Gold,PNAU,15241,03:28,pop dance pop
2aXA9aQfrqaOi1Wy3NfSZI,One Life,Mike Perry,15007,03:24,pop dance pop
62XCV3AmCMkPa9X5mCim8O,All ‘Bout The Money,FAULHABER,11958,02:49,pop dance pop
5llPdGZJjJFJv9aL6ZaiLY,Never Letting Go,Audien,14772,02:52,pop dance pop
7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),Martin Garrix,19462,03:56,pop dance pop
2W9pBY75aWOV39S73mqqbn,Giulia,Prince Paris,12896,02:33,pop dance pop
1JxQmgCEipmHCUiJS568pE,What Do I Do? - Benny Benassi Remix,Georgia Ku,9145,02:47,pop dance pop
6pu5jQqenr37n0z6eBKOh0,Dreams Of You (feat. Rae Morris),Icarus,11255,04:51,pop dance pop
3RBk0P36O7wCMxF263jRJL,I Will Let You Down (feat. KLARA),Madison Mars,13834,03:02,pop dance pop
4uRx3SdWG2cNVfRNVPwHDS,Carillon (with Achille Lauro),Nahaze,15007,04:02,pop dance pop
3ZRgqoTb7pVO11IxcKGtMo,La Vie - Gabry Ponte Mix,DJ Ross,9848,02:57,pop dance pop
0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,16414,02:40,pop dance pop
4nx4h17pRj1ikT0hZecR8z,Say It,Phantoms,13365,03:24,pop dance pop
1tq4UL9BB7BHuT6eorlX3X,All This Time,Deorro,4924,03:45,pop dance pop
4P7F3kb2Ze1YleD6lUYwJo,Acordeão,Tiësto,14772,02:11,pop dance pop
3qeJ84Y6PRS9LtliOuT94Z,My Friend,Yves V,12662,02:50,pop dance pop
7sYAS4CpbV90oSemgaEQat,On & On,Alok,18524,02:27,pop dance pop
1CRy08G60mS5jvhB27xMpS,Juliet & Romeo,Martin Solveig,16883,03:24,pop dance pop
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,18759,02:27,pop dance pop
52EB2Gk1nkxZmbomJOXUde,Are You Lonely (feat. ISÁK),Steve Aoki,11021,02:37,pop dance pop
4Jwp3yjIQfudmjuctLQlfJ,No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,4455,03:20,pop dance pop
7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,18524,02:40,pop dance pop
517cAnPxsaxfrkKHHY41wB,Buzzing (with Nevve),Audien,13834,03:45,pop dance pop
3GT2CBmJWIEdCpHiB31WYK,Never Be Alone (feat. Aloe Blacc),David Guetta,15945,02:58,pop dance pop
7fPuWrlpwDcHm5aHCH5D9t,Roses - Imanbek Remix,SAINt JHN,16883,02:56,pop dance pop
1rRWFc2p77FYyb67m5YeVO,Insane,Ofenbach,15476,02:22,pop dance pop
1LDDUVvutZ3qxvnOrulCBM,Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,13834,03:40,pop dance pop
2wOVXsIRIoniqipE9I5ZVx,Only Want You - Sam Feldt Remix,Rita Ora,15007,02:59,pop dance pop
0byab45cmZntz74RxcASrf,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,2110,03:43,pop dance pop
4ciBIS83LHQpKf4noVKP51,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,9614,03:16,pop dance pop
19TOAlTFq0NDHvUPQR0tkr,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,16179,03:15,pop dance pop
6VP3410weACXiPCVLKSkOb,Not Ok - Frank Walker Remix,Kygo,15476,03:03,pop dance pop
5ql2mP9FUhB3SgMzv2akuO,Heaven (feat. Veronica),Dzeko,15945,03:15,pop dance pop
3jwQwGVERUXo7eaAgL1xAo,Sixteen - Don Diablo Remix,Ellie Goulding,15476,03:13,pop dance pop
46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,14772,02:07,pop dance pop
0GRoERSBBky3YgdKW2w2Vc,Brave,Don Diablo,15945,03:04,pop dance pop
4fK2NU9UyQJV74ZGiSVYsr,Carry On - Nicky Romero Remix,Kygo,15710,02:55,pop dance pop
0jlpHhGUFn4aAWLsRRnwep,Magnets (feat. Sophie Simmons),Sam Feldt,14538,02:59,pop dance pop
2pMntGuRgHAHVtrpC6kgGy,Don't Give Up On Me,Andy Grammer,2110,03:10,pop dance pop
7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,13834,02:37,pop dance pop
5YN0zHycJ0Yxz31A5QsVov,These Are The Times (feat. JRM),Martin Garrix,16648,03:08,pop dance pop
14nIFzHQf1OBWf6VHVR8DF,Wherever You Go,Jonas Blue,4924,03:28,pop dance pop
14sOS5L36385FJ3OL8hew4,Happy Now,Kygo,18993,03:31,pop dance pop
23FHa9lYnG6Dr8OzombPkS,Roots,Valerie Broussard,16179,03:04,pop dance pop
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,13131,02:47,pop dance pop
1YSwQvw1NrEPfA0j1iY8eV,All The Lies - Toby Romeo Remix / Radio Edit,Alok,13131,02:43,pop dance pop
1FlIzyCvRFQUE4pc7PiaIo,High Hopes - Don Diablo Remix,Panic! At The Disco,14069,03:05,pop dance pop
3eW2EDwNRAiQKkgom96dUa,Summer Air (feat. Trevor Guthrie),Hardwell,9379,03:21,pop dance pop
1k08GK7ox8SDmEMvn81TwU,Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,13365,03:03,pop dance pop
4raMIjIjMc8JohHth7l9lG,Bruises - Steve Void Remix,Lewis Capaldi,16414,03:32,pop dance pop
52Y5nYBQgqawttJxxtUv1e,Insomnia - King Arthur Remix,Daya,14772,02:56,pop dance pop
